,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,0 days 21:40:00,-5.97,0.77,0.33,3.23,173.44,-5.97,0.77,0.33,3.23,173.44,6.36,2.33,373.38,56674,ac
,,,train_a,0 days 21:41:00,-6,0.8,0.41,3.88,173.17,-6,0.8,0.41,3.88,173.17,6.38,2.65,378.97,69877,ac
,,,train_a,0 days 21:42:00,-5.99,0.79,0.04,0.7,173.3,-5.99,0.79,0.04,0.7,173.3,6.37,2.48,378.03,71836,ac
,,,train_a,0 days 21:43:00,-5.9,0.83,0.01,0.41,172.81,-5.9,0.83,0.01,0.41,172.81,6.28,2.61,373.9,39921,ac
,,,train_a,0 days 21:44:00,-5.9,0.73,-0.13,-0.83,173.72,-5.9,0.73,-0.13,-0.83,173.72,6.29,2.54,376.22,75741,ac
,,,train_a,0 days 21:45:00,-5.89,0.84,-0.1,-0.62,172.7,-5.89,0.84,-0.1,-0.62,172.7,6.27,2.86,376.65,64038,ac
,,,train_a,0 days 21:46:00,-5.88,0.76,0.12,1.45,173.49,-5.88,0.76,0.12,1.45,173.49,6.25,2.34,376.66,68400,ac
,,,train_a,0 days 21:47:00,-5.91,0.7,0.22,2.31,173.97,-5.91,0.7,0.22,2.31,173.97,6.27,2.69,370.05,57095,ac
,,,train_a,0 days 21:48:00,-5.86,0.75,0.34,3.42,173.49,-5.86,0.75,0.34,3.42,173.49,6.25,2.62,375.31,82005,ac
,,,train_a,0 days 21:49:00,-5.84,0.72,0.56,5.39,173.87,-5.84,0.72,0.56,5.39,173.87,6.27,2.61,377.36,65596,ac
,,,train_a,0 days 21:50:00,-5.82,0.74,0.68,6.47,173.55,-5.82,0.74,0.68,6.47,173.55,6.24,2.46,376.25,81548,ac
,,,train_a,0 days 21:51:00,-5.88,0.6,0.63,5.97,174.94,-5.88,0.6,0.63,5.97,174.94,6.26,2.38,372.83,34641,ac
,,,train_a,0 days 21:52:00,-5.86,0.6,0.55,5.32,174.89,-5.86,0.6,0.55,5.32,174.89,6.23,2.27,372.06,32233,ac
,,,train_a,0 days 21:53:00,-5.88,0.4,0.55,5.28,176.77,-5.88,0.4,0.55,5.28,176.77,6.24,2.1,375.6,55769,ac
,,,train_a,0 days 21:54:00,-5.85,0.27,0.57,5.51,177.96,-5.85,0.27,0.57,5.51,177.96,6.22,2.59,367.92,62242,ac
,,,train_a,0 days 21:55:00,-5.84,0.25,0.65,6.24,178.21,-5.84,0.25,0.65,6.24,178.21,6.22,2.59,367.92,62242,ac
,,,train_a,0 days 21:56:00,-5.85,0.35,0.75,7.05,177.25,-5.85,0.35,0.75,7.05,177.25,6.23,2.6,371.2,28834,ac
,,,train_a,0 days 21:57:00,-5.84,0.53,0.72,6.79,175.58,-5.84,0.53,0.72,6.79,175.58,6.23,2.27,370.98,40164,ac
,,,train_a,0 days 21:58:00,-5.81,0.42,0.8,7.53,176.55,-5.81,0.42,0.8,7.53,176.55,6.2,2.51,372.25,27706,ac
,,,train_a,0 days 21:59:00,-5.86,0.47,0.8,7.48,176.16,-5.86,0.47,0.8,7.48,176.16,6.26,2.36,370.71,39290,ac
,,,train_a,0 days 22:00:00,-5.83,0.42,0.96,9,176.48,-5.83,0.42,0.96,9,176.48,6.24,,,,ac
,,,train_a,0 days 22:01:00,-5.77,0.64,1.12,10.45,174.48,-5.77,0.64,1.12,10.45,174.48,6.22,2.35,370.83,35439,ac
,,,train_a,0 days 22:02:00,-5.77,-0.3,1.12,10.5,183.3,-5.77,-0.3,1.12,10.5,183.3,6.2,2.9,375.11,95336,ac
,,,train_a,0 days 22:03:00,-5.75,-0.09,1.47,13.59,181.3,-5.75,-0.09,1.47,13.59,181.3,6.26,3.97,374.13,89432,ac
,,,train_a,0 days 22:04:00,-5.8,0.51,1.24,11.43,175.79,-5.8,0.51,1.24,11.43,175.79,6.3,2.1,368.97,36571,ac
,,,train_a,0 days 22:05:00,-5.78,0.2,1.36,12.57,178.54,-5.78,0.2,1.36,12.57,178.54,6.26,2.09,372.76,25024,ac
,,,train_a,0 days 22:06:00,-5.75,-0.07,1.55,14.34,181.12,-5.75,-0.07,1.55,14.34,181.12,6.26,3.44,374.55,99003,ac
,,,train_a,0 days 22:07:00,-5.56,-0.07,1.79,16.09,181.32,-5.56,-0.07,1.79,16.09,181.32,6.39,3.6,373.99,72718,ac
,,,train_a,0 days 22:08:00,-5.54,-0.16,2.13,19.72,182.08,-5.54,-0.16,2.13,19.72,182.08,6.27,2.69,376.99,75781,ac
,,,train_a,0 days 22:09:00,-5.44,-0.29,2.3,21.41,183.44,-5.44,-0.29,2.3,21.41,183.44,6.25,2.73,375.9,51486,ac
,,,train_a,0 days 22:10:00,-5.55,-0.44,2.17,20.03,184.81,-5.55,-0.44,2.17,20.03,184.81,6.3,3.83,376.03,77600,ac
,,,train_a,0 days 22:11:00,-5.47,-0.3,2.36,21.85,183.54,-5.47,-0.3,2.36,21.85,183.54,6.29,3.83,376.03,77600,ac
,,,train_a,0 days 22:12:00,-5.51,0.06,2.24,20.8,179.94,-5.51,0.06,2.24,20.8,179.94,6.26,3.56,375.42,56480,ac
,,,train_a,0 days 22:13:00,-5.55,-0.01,2.14,19.76,180.59,-5.55,-0.01,2.14,19.76,180.59,6.28,2.5,378.99,69361,ac
,,,train_a,0 days 22:14:00,-5.54,-0.02,2.26,20.83,180.78,-5.54,-0.02,2.26,20.83,180.78,6.31,2.67,371.99,46829,ac
,,,train_a,0 days 22:15:00,-5.55,-0.12,2.15,19.94,181.69,-5.55,-0.12,2.15,19.94,181.69,6.28,2.67,378.77,62290,ac
,,,train_a,0 days 22:16:00,-5.46,-0.28,2.36,21.83,183.44,-5.46,-0.28,2.36,21.83,183.44,6.3,2.68,377.82,56183,ac
,,,train_a,0 days 22:17:00,-5.59,-0.34,2.24,20.41,183.76,-5.59,-0.34,2.24,20.41,183.76,6.36,3.7,379.32,69117,ac
,,,train_a,0 days 22:18:00,-5.67,0.1,1.99,18.16,179.67,-5.67,0.1,1.99,18.16,179.67,6.37,4.28,376.14,63907,ac
,,,train_a,0 days 22:19:00,-5.83,0.84,1.36,12.41,172.71,-5.83,0.84,1.36,12.41,172.71,6.37,2.4,378.87,71253,ac
,,,train_a,0 days 22:20:00,-5.72,0.48,2,18.14,175.9,-5.72,0.48,2,18.14,175.9,6.39,1.97,380.66,75668,ac
,,,train_a,0 days 22:21:00,-5.7,0.52,2.13,19.31,175.6,-5.7,0.52,2.13,19.31,175.6,6.41,2.35,374.78,39535,ac
,,,train_a,0 days 22:22:00,-5.87,0.84,1.44,13.04,172.7,-5.87,0.84,1.44,13.04,172.7,6.43,2.3,371.83,22259,ac
,,,train_a,0 days 22:23:00,-5.83,0.66,1.78,15.98,174.36,-5.83,0.66,1.78,15.98,174.36,6.45,2.06,371.06,27757,ac
,,,train_a,0 days 22:24:00,-5.84,0.69,1.73,15.56,174.3,-5.84,0.69,1.73,15.56,174.3,6.48,2.15,372.97,22657,ac
,,,train_a,0 days 22:25:00,-5.74,0.63,1.85,16.78,174.5,-5.74,0.63,1.85,16.78,174.5,6.39,2.17,371.03,41317,ac
,,,train_a,0 days 22:26:00,-5.69,0.56,1.83,16.86,175.22,-5.69,0.56,1.83,16.86,175.22,6.33,2.52,378.85,62933,ac
,,,train_a,0 days 22:27:00,-5.61,0.29,2.06,18.97,177.72,-5.61,0.29,2.06,18.97,177.72,6.3,2.52,378.85,62933,ac
,,,train_a,0 days 22:28:00,-5.57,0.2,2.24,20.6,178.65,-5.57,0.2,2.24,20.6,178.65,6.34,2.35,376.82,67924,ac
,,,train_a,0 days 22:29:00,-5.54,0.08,2.25,20.78,179.87,-5.54,0.08,2.25,20.78,179.87,6.32,2.83,374.53,81597,ac
,,,train_a,0 days 22:30:00,-5.59,0.23,2.27,20.83,178.31,-5.59,0.23,2.27,20.83,178.31,6.35,2.48,378.65,73649,ac
,,,train_a,0 days 22:31:00,-5.12,0.26,0.65,9.7,184.1,-5.12,0.26,0.65,9.7,184.1,6.84,2.5,374.58,43933,ac
,,,train_a,0 days 22:32:00,-5.67,0.5,2.02,18.42,175.75,-5.67,0.5,2.02,18.42,175.75,6.36,,,,ac
,,,train_a,0 days 22:33:00,-5.64,0.6,1.93,17.73,174.82,-5.64,0.6,1.93,17.73,174.82,6.33,,,,ac
,,,train_a,0 days 22:34:00,-5.63,0.9,1.95,17.85,171.98,-5.63,0.9,1.95,17.85,171.98,6.35,2.58,379.1,62005,ac
,,,train_a,0 days 22:35:00,-5.55,1.04,2.05,18.85,170.49,-5.55,1.04,2.05,18.85,170.49,6.34,2.31,378.02,56522,ac
,,,train_a,0 days 22:36:00,-5.63,1.09,1.87,17.17,170.18,-5.63,1.09,1.87,17.17,170.18,6.35,2.42,379.88,52320,ac
,,,train_a,0 days 22:37:00,-5.7,0.93,1.65,15.09,171.78,-5.7,0.93,1.65,15.09,171.78,6.35,2.21,380.1,61916,ac
,,,train_a,0 days 22:38:00,-5.75,0.75,1.6,14.6,173.52,-5.75,0.75,1.6,14.6,173.52,6.36,2.57,378.82,59242,ac
,,,train_a,0 days 22:39:00,-5.73,0.74,1.73,15.77,173.56,-5.73,0.74,1.73,15.77,173.56,6.36,2.25,379.01,59941,ac
,,,train_a,0 days 22:40:00,-5.68,0.93,1.81,16.52,171.62,-5.68,0.93,1.81,16.52,171.62,6.35,2.5,374.43,30408,ac
,,,train_a,0 days 22:41:00,-5.57,1.21,1.96,18.04,168.83,-5.57,1.21,1.96,18.04,168.83,6.33,2.25,379.97,63272,ac
,,,train_a,0 days 22:42:00,-5.62,1.08,1.72,15.79,170.24,-5.62,1.08,1.72,15.79,170.24,6.32,2.38,379.74,64121,ac
,,,train_a,0 days 22:43:00,-5.63,1.4,1.29,12.07,167.25,-5.63,1.4,1.29,12.07,167.25,6.28,2.38,379.74,64121,ac
,,,train_a,0 days 22:44:00,-5.51,1.45,1.51,14.08,166.78,-5.51,1.45,1.51,14.08,166.78,6.26,1.79,372.7,23748,ac
,,,train_a,0 days 22:45:00,-5.32,-0.27,2.56,23.94,183.15,-5.32,-0.27,2.56,23.94,183.15,6.24,2.05,374.11,24572,ac
,,,train_a,0 days 22:46:00,-5.23,-0.59,2.74,25.64,186.59,-5.23,-0.59,2.74,25.64,186.59,6.27,3.93,377.99,68076,ac
,,,train_a,0 days 22:47:00,-5.21,-0.54,1.42,13.9,187.37,-5.21,-0.54,1.42,13.9,187.37,6.34,3.9,378.17,70193,ac
,,,train_a,0 days 22:48:00,-5.6,0.19,1.96,18.07,178.74,-5.6,0.19,1.96,18.07,178.74,6.28,2.81,377.63,75815,ac
,,,train_a,0 days 22:49:00,-5.62,0.72,1.78,16.56,173.76,-5.62,0.72,1.78,16.56,173.76,6.27,2.61,378.91,62871,ac
,,,train_a,0 days 22:50:00,-5.65,0.47,1.9,17.4,176.07,-5.65,0.47,1.9,17.4,176.07,6.32,2.05,372.12,29788,ac
,,,train_a,0 days 22:51:00,-5.56,0.34,2.21,20.38,177.23,-5.56,0.34,2.21,20.38,177.23,6.3,2.67,379.56,57027,ac
,,,train_a,0 days 22:52:00,-5.51,0.29,2.37,21.84,177.74,-5.51,0.29,2.37,21.84,177.74,6.33,2.35,370.47,57944,ac
,,,train_a,0 days 22:53:00,-5.54,0.63,2.07,19.13,174.49,-5.54,0.63,2.07,19.13,174.49,6.3,2.52,376.03,48431,ac
,,,train_a,0 days 22:54:00,-5.19,-0.38,2.89,27.18,184.65,-5.19,-0.38,2.89,27.18,184.65,6.28,2.45,381.44,70906,ac
,,,train_a,0 days 22:55:00,-5.28,0.24,2.63,24.8,178.26,-5.28,0.24,2.63,24.8,178.26,6.23,2.6,377,47261,ac
,,,train_a,0 days 22:56:00,-5.38,0.05,2.45,22.92,180.03,-5.38,0.05,2.45,22.92,180.03,6.23,3.33,375.45,61881,ac
,,,train_a,0 days 22:57:00,-5.42,0.54,2.24,21.02,175.23,-5.42,0.54,2.24,21.02,175.23,6.21,2.7,376.19,48654,ac
,,,train_a,0 days 22:58:00,-5.39,0.45,2.29,21.42,176.11,-5.39,0.45,2.29,21.42,176.11,6.22,2.33,378.26,71707,ac
,,,train_a,0 days 22:59:00,-5.41,0.45,2.24,21,176.08,-5.41,0.45,2.24,21,176.08,6.2,2.33,378.26,71707,ac
,,,train_a,0 days 23:00:00,-5.51,0.3,2.08,19.44,177.56,-5.51,0.3,2.08,19.44,177.56,6.22,2.54,371.41,35404,ac
,,,train_a,0 days 23:01:00,-5.48,0.57,2.16,20.17,174.9,-5.48,0.57,2.16,20.17,174.9,6.23,2.37,373.43,60588,ac
,,,train_a,0 days 23:02:00,-5.5,0.87,2.12,19.61,172.13,-5.5,0.87,2.12,19.61,172.13,6.3,2.03,371.32,27191,ac
,,,train_a,0 days 23:03:00,-5.45,1.13,2.13,19.75,169.61,-5.45,1.13,2.13,19.75,169.61,6.29,1.98,379.34,82588,ac
,,,train_a,0 days 23:04:00,-5.36,1.02,2.18,20.51,170.58,-5.36,1.02,2.18,20.51,170.58,6.23,2.32,380.29,64926,ac
,,,train_a,0 days 23:05:00,-5.42,0.93,2.22,20.71,171.42,-5.42,0.93,2.22,20.71,171.42,6.27,2.11,379.62,66599,ac
,,,train_a,0 days 23:06:00,-5.42,1.1,2.1,19.71,169.62,-5.42,1.1,2.1,19.71,169.62,6.24,,,,ac
,,,train_a,0 days 23:07:00,-5.2,0.65,2.69,25.46,173.79,-5.2,0.65,2.69,25.46,173.79,6.21,2.35,374.29,24421,ac
,,,train_a,0 days 23:08:00,-5.38,0.73,2.24,21.03,173.41,-5.38,0.73,2.24,21.03,173.41,6.21,2.13,380.54,87559,ac
,,,train_a,0 days 23:09:00,-5.36,0.5,2.17,20.58,175.72,-5.36,0.5,2.17,20.58,175.72,6.16,2.37,375.81,44460,ac
,,,train_a,0 days 23:10:00,-5.49,0.37,2.01,18.85,176.92,-5.49,0.37,2.01,18.85,176.92,6.19,2.4,378.98,81467,ac
,,,train_a,0 days 23:11:00,-5.19,1.04,2.37,22.59,169.96,-5.19,1.04,2.37,22.59,169.96,6.14,2.39,375.97,36728,ac
,,,train_a,0 days 23:12:00,-5.41,1.24,1.81,17.16,168.31,-5.41,1.24,1.81,17.16,168.31,6.15,2.22,381.24,84039,ac
,,,train_a,0 days 23:13:00,-5.37,1.15,1.85,17.5,169.19,-5.37,1.15,1.85,17.5,169.19,6.13,1.81,372.88,29688,ac
,,,train_a,0 days 23:14:00,-5.41,0.97,1.87,17.73,171.02,-5.41,0.97,1.87,17.73,171.02,6.13,2.25,374.56,54662,ac
,,,train_a,0 days 23:15:00,-5.44,0.88,1.88,17.75,171.94,-5.44,0.88,1.88,17.75,171.94,6.17,2.25,374.56,54662,ac
,,,train_a,0 days 23:16:00,-5.44,0.76,1.81,17.18,173.12,-5.44,0.76,1.81,17.18,173.12,6.13,2.5,379.54,69404,ac
,,,train_a,0 days 23:17:00,-5.43,0.61,1.91,18.07,174.56,-5.43,0.61,1.91,18.07,174.56,6.13,2.4,379.92,77607,ac
,,,train_a,0 days 23:18:00,-5.32,0.92,2.04,19.35,171.35,-5.32,0.92,2.04,19.35,171.35,6.13,2.24,371.65,26143,ac
,,,train_a,0 days 23:19:00,-5.41,0.86,1.95,18.4,172.19,-5.41,0.86,1.95,18.4,172.19,6.16,1.9,373.17,29748,ac
,,,train_a,0 days 23:20:00,-5.15,0.94,2.45,23.47,170.85,-5.15,0.94,2.45,23.47,170.85,6.1,2.43,375.82,39995,ac
,,,train_a,0 days 23:21:00,-5.21,0.77,2.46,23.45,172.81,-5.21,0.77,2.46,23.45,172.81,6.17,2.25,379.07,64429,ac
,,,train_a,0 days 23:22:00,-5.45,0.98,1.71,16.18,171.01,-5.45,0.98,1.71,16.18,171.01,6.19,2.62,374.42,52663,ac
,,,train_a,0 days 23:23:00,-5.71,0.92,1.1,10.31,171.79,-5.71,0.92,1.1,10.31,171.79,6.22,2.22,374.04,50898,ac
,,,train_a,0 days 23:24:00,-5.77,0.55,0.89,8.48,175.38,-5.77,0.55,0.89,8.48,175.38,6.21,2.4,371.03,36539,ac
,,,train_a,0 days 23:25:00,-5.67,0.75,1.1,10.43,173.34,-5.67,0.75,1.1,10.43,173.34,6.16,2.19,378.08,76070,ac
,,,train_a,0 days 23:26:00,-5.64,0.83,1.18,11.21,172.63,-5.64,0.83,1.18,11.21,172.63,6.15,2.33,371.26,31499,ac
,,,train_a,0 days 23:27:00,-5.63,0.72,1.29,12.25,173.59,-5.63,0.72,1.29,12.25,173.59,6.14,2.46,377.61,85949,ac
,,,train_a,0 days 23:28:00,-5.68,0.62,1.24,11.62,174.59,-5.68,0.62,1.24,11.62,174.59,6.19,2.46,376.89,71555,ac
,,,train_a,0 days 23:29:00,-5.66,0.55,1.3,12.28,175.42,-5.66,0.55,1.3,12.28,175.42,6.18,2.32,376.63,86436,ac
,,,train_a,0 days 23:30:00,-5.77,0.5,0.99,9.28,175.83,-5.77,0.5,0.99,9.28,175.83,6.2,2.09,369.22,26037,ac
,,,train_a,0 days 23:31:00,-5.76,0.55,0.84,8.03,175.35,-5.76,0.55,0.84,8.03,175.35,6.17,2.09,369.22,26037,ac
,,,train_a,0 days 23:32:00,-5.77,0.63,0.64,6.15,174.54,-5.77,0.63,0.64,6.15,174.54,6.16,2.44,375.94,89600,ac
,,,train_a,0 days 23:33:00,-5.8,0.61,0.56,5.41,174.75,-5.8,0.61,0.56,5.41,174.75,6.19,2.44,373.24,52936,ac
,,,train_a,0 days 23:34:00,-5.81,0.58,0.42,4.19,175.07,-5.81,0.58,0.42,4.19,175.07,6.18,2.17,367.3,47979,ac
,,,train_a,0 days 23:35:00,-5.78,0.69,0.53,5.16,174.01,-5.78,0.69,0.53,5.16,174.01,6.19,2.49,373.59,49193,ac
,,,train_a,0 days 23:36:00,-5.79,0.61,0.64,6.1,174.78,-5.79,0.61,0.64,6.1,174.78,6.2,2.14,375.96,79102,ac
,,,train_a,0 days 23:37:00,-5.85,0.52,0.53,5.08,175.66,-5.85,0.52,0.53,5.08,175.66,6.22,2.44,376.57,83965,ac
,,,train_a,0 days 23:38:00,-5.84,0.55,0.15,1.71,175.36,-5.84,0.55,0.15,1.71,175.36,6.2,2.45,372.33,81912,ac
,,,train_a,0 days 23:39:00,-5.81,0.75,0.08,1.09,173.53,-5.81,0.75,0.08,1.09,173.53,6.19,,,,ac
,,,train_a,0 days 23:40:00,-5.76,0.9,0.07,1,171.98,-5.76,0.9,0.07,1,171.98,6.15,2.29,370.76,46733,ac
,,,train_a,0 days 23:41:00,-5.78,1.24,-0.02,0.12,168.91,-5.78,1.24,-0.02,0.12,168.91,6.23,2.21,370.83,40120,ac
,,,train_a,0 days 23:42:00,-5.72,1.22,-0.21,-1.55,168.97,-5.72,1.22,-0.21,-1.55,168.97,6.19,2.22,372.92,29907,ac
,,,train_a,0 days 23:43:00,-5.74,1.2,-0.27,-2.09,169.24,-5.74,1.2,-0.27,-2.09,169.24,6.2,2.24,378.62,83282,ac
,,,train_a,0 days 23:44:00,-5.66,1.22,-0.08,-0.3,168.99,-5.66,1.22,-0.08,-0.3,168.99,6.14,2.22,371.85,23850,ac
,,,train_a,0 days 23:45:00,-5.73,1.06,0.22,2.34,170.54,-5.73,1.06,0.22,2.34,170.54,6.17,2.16,376.42,73182,ac
,,,train_a,0 days 23:46:00,-5.76,0.99,0.1,1.29,171.19,-5.76,0.99,0.1,1.29,171.19,6.17,2.37,375.95,68597,ac
,,,train_a,0 days 23:47:00,-5.64,1.33,-0.24,-1.91,167.81,-5.64,1.33,-0.24,-1.91,167.81,6.12,2.37,375.95,68597,ac
,,,train_a,0 days 23:48:00,-5.65,0.47,1.12,10.55,175.96,-5.65,0.47,1.12,10.55,175.96,6.12,2.13,376.53,67249,ac
,,,train_a,0 days 23:49:00,-5.62,0.23,1.49,14.08,178.38,-5.62,0.23,1.49,14.08,178.38,6.15,2.82,367.54,42022,ac
,,,train_a,0 days 23:50:00,-5.68,0.4,1.42,13.29,176.75,-5.68,0.4,1.42,13.29,176.75,6.18,2.2,369.92,40260,ac
,,,train_a,0 days 23:51:00,-5.7,0.4,1.03,9.81,176.66,-5.7,0.4,1.03,9.81,176.66,6.12,2.57,376.66,89616,ac
,,,train_a,0 days 23:52:00,-5.61,0.51,1.66,15.5,175.46,-5.61,0.51,1.66,15.5,175.46,6.19,35.08,325.4,,ac
,,,train_a,0 days 23:53:00,-3.93,-0.3,0.55,10,185.47,-3.93,-0.3,0.55,10,185.47,7.41,,,,ac
,,,train_a,0 days 23:54:00,-5.54,0.37,1.47,14.06,176.93,-5.54,0.37,1.47,14.06,176.93,6.11,,,,ac
,,,train_a,0 days 23:55:00,-5.49,0.38,1.6,15.41,176.89,-5.49,0.38,1.6,15.41,176.89,6.06,,,,ac
,,,train_a,0 days 23:56:00,-5.63,0.79,1.21,11.52,172.88,-5.63,0.79,1.21,11.52,172.88,6.12,1.87,367.36,28669,ac
,,,train_a,0 days 23:57:00,-5.69,0.67,1.3,12.22,174.16,-5.69,0.67,1.3,12.22,174.16,6.18,2.44,377.24,84248,ac
,,,train_a,0 days 23:58:00,-5.68,0.81,1.11,10.48,172.88,-5.68,0.81,1.11,10.48,172.88,6.17,2.16,370.92,51044,ac
,,,train_a,0 days 23:59:00,-5.63,0.86,1.21,11.41,172.26,-5.63,0.86,1.21,11.41,172.26,6.15,2.24,368.62,26204,ac
,,,train_a,1 days 00:00:00,-5.69,0.87,0.95,8.99,172.11,-5.69,0.87,0.95,8.99,172.11,6.16,2.34,366.7,39783,ac
,,,train_a,1 days 00:01:00,-5.63,1.01,1.15,10.89,170.82,-5.63,1.01,1.15,10.89,170.82,6.14,2.54,369.56,27732,ac
,,,train_a,1 days 00:02:00,-5.62,1.19,1.21,11.42,169.18,-5.62,1.19,1.21,11.42,169.18,6.2,1.99,369.28,29375,ac
,,,train_a,1 days 00:03:00,-5.57,1.28,1.2,11.4,168.22,-5.57,1.28,1.2,11.4,168.22,6.17,1.99,369.28,29375,ac
,,,train_a,1 days 00:04:00,-5.59,1.09,1.23,11.71,170.19,-5.59,1.09,1.23,11.71,170.19,6.17,2.33,377.86,67437,ac
,,,train_a,1 days 00:05:00,-5.62,1.14,1.21,11.38,169.53,-5.62,1.14,1.21,11.38,169.53,6.18,2.18,370.75,33010,ac
,,,train_a,1 days 00:06:00,-5.69,1.21,1.19,11.17,169.1,-5.69,1.21,1.19,11.17,169.1,6.24,2.2,370.91,24525,ac
,,,train_a,1 days 00:07:00,-5.75,1.16,1.21,11.27,169.56,-5.75,1.16,1.21,11.27,169.56,6.3,2.1,377.41,83774,ac
,,,train_a,1 days 00:08:00,-5.71,1.01,1.37,12.72,170.97,-5.71,1.01,1.37,12.72,170.97,6.28,2.12,371.84,41145,ac
,,,train_a,1 days 00:09:00,-5.67,0.87,1.69,15.57,172.34,-5.67,0.87,1.69,15.57,172.34,6.32,2.09,372.16,36141,ac
,,,train_a,1 days 00:10:00,-5.62,0.92,1.78,16.43,171.63,-5.62,0.92,1.78,16.43,171.63,6.28,2.49,379.85,83552,ac
,,,train_a,1 days 00:11:00,-5.63,0.96,1.72,15.83,171.4,-5.63,0.96,1.72,15.83,171.4,6.28,2.2,382.16,86362,ac
,,,train_a,1 days 00:12:00,-5.66,1.13,1.6,14.76,169.78,-5.66,1.13,1.6,14.76,169.78,6.3,,,,ac
,,,train_a,1 days 00:13:00,-5.61,1.14,1.52,14.16,169.63,-5.61,1.14,1.52,14.16,169.63,6.25,2.4,382.52,85761,ac
,,,train_a,1 days 00:14:00,-5.56,1.19,1.57,14.66,169.02,-5.56,1.19,1.57,14.66,169.02,6.22,2.06,369.27,35483,ac
,,,train_a,1 days 00:15:00,-5.66,1.29,1.42,13.14,168.3,-5.66,1.29,1.42,13.14,168.3,6.3,2.2,373.45,38887,ac
,,,train_a,1 days 00:16:00,-5.63,1.45,1.19,11.07,166.77,-5.63,1.45,1.19,11.07,166.77,6.25,1.97,381.7,100521,ac
,,,train_a,1 days 00:17:00,-5.62,1.5,1.07,10.14,166.34,-5.62,1.5,1.07,10.14,166.34,6.23,2.04,372.1,32741,ac
,,,train_a,1 days 00:18:00,-5.62,1.25,1.23,11.59,168.66,-5.62,1.25,1.23,11.59,168.66,6.23,1.79,372.49,39357,ac
,,,train_a,1 days 00:19:00,-5.6,1.12,1.48,13.78,169.85,-5.6,1.12,1.48,13.78,169.85,6.22,1.79,372.49,39357,ac
,,,train_a,1 days 00:20:00,-5.54,1.08,1.63,15.35,170.01,-5.54,1.08,1.63,15.35,170.01,6.19,2.33,374.48,38943,ac
,,,train_a,1 days 00:21:00,-3.45,-1.07,0.13,11.62,179.91,-3.45,-1.07,0.13,11.62,179.91,10.27,1.61,365.99,21374,ac
,,,train_a,1 days 00:22:00,-5.49,1.04,1.65,15.44,170.15,-5.49,1.04,1.65,15.44,170.15,6.24,1.86,368.92,33764,ac
,,,train_a,1 days 00:23:00,-4.61,0.52,0.84,8.74,168.24,-4.61,0.52,0.84,8.74,168.24,7.82,,318.58,,ac
,,,train_a,1 days 00:24:00,-5.52,1.07,1.35,12.66,170.18,-5.52,1.07,1.35,12.66,170.18,6.24,,,,ac
,,,train_a,1 days 00:25:00,-5.1,0.79,2.11,19.89,173.99,-5.1,0.79,2.11,19.89,173.99,6.2,,,,ac
,,,train_a,1 days 00:26:00,-2.71,-0.58,0.05,14.82,177.4,-2.71,-0.58,0.05,14.82,177.4,11.57,,,,ac
,,,train_a,1 days 00:27:00,-0.06,-3.62,-4.71,10.94,180.41,-0.06,-3.62,-4.71,10.94,180.41,17.09,,,,ac
,,,train_a,1 days 00:28:00,-3.87,-0.37,0.56,12.34,180.33,-3.87,-0.37,0.56,12.34,180.33,7.91,,,,ac
,,,train_a,1 days 00:29:00,-2.14,-1.57,-4.24,11.48,179.14,-2.14,-1.57,-4.24,11.48,179.14,13.85,,,,ac
,,,train_a,1 days 00:30:00,-5.23,0.6,2.27,21.68,174.25,-5.23,0.6,2.27,21.68,174.25,6.15,2.18,379.57,55144,ac
,,,train_a,1 days 00:31:00,-5.22,0.58,2.66,23.49,175.06,-5.22,0.58,2.66,23.49,175.06,6.54,2.22,377.55,55951,ac
,,,train_a,1 days 00:32:00,-5.2,0.47,2.3,22.13,174.4,-5.2,0.47,2.3,22.13,174.4,6.39,2.31,376.85,50830,ac
,,,train_a,1 days 00:33:00,-5.26,0.95,2.27,21.61,171.01,-5.26,0.95,2.27,21.61,171.01,6.16,,,,ac
,,,train_a,1 days 00:34:00,-4.51,-1.4,1.2,17.87,179.84,-4.51,-1.4,1.2,17.87,179.84,10.74,,,,ac
,,,train_a,1 days 00:35:00,-5.27,0.38,2.24,21.14,176.94,-5.27,0.38,2.24,21.14,176.94,6.31,,,,ac
,,,train_a,1 days 00:36:00,-5.27,0.69,2.31,21.93,173.4,-5.27,0.69,2.31,21.93,173.4,6.39,2.26,375.72,65056,ac
,,,train_a,1 days 00:37:00,-5.36,0.92,2.18,20.32,171.6,-5.36,0.92,2.18,20.32,171.6,6.23,,,,ac
,,,train_a,1 days 00:38:00,-5.44,0.04,1.78,15.73,178.46,-5.44,0.04,1.78,15.73,178.46,6.47,9.89,325.92,,ac
,,,train_a,1 days 00:39:00,-4.08,0.32,0.64,11.24,182.07,-4.08,0.32,0.64,11.24,182.07,7.41,,,,ac
,,,train_a,1 days 00:40:00,-5.16,0.72,2.55,23.5,173.31,-5.16,0.72,2.55,23.5,173.31,6.37,2.17,382.68,97856,ac
,,,train_a,1 days 00:41:00,-5.1,1.24,2.77,25.58,168.12,-5.1,1.24,2.77,25.58,168.12,6.34,2.15,383.75,69601,ac
